Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional
1,Amen Thompson,23,HOU,PG,72,72,2684,18.5,.585,.116,.370,9.1,14.2,11.7,20.2,2.0,1.5,13.7,20.0,5.5,3.4,8.8,.158,1.4,0.9,2.3,2.9,,thompam01
2,Kevin Durant,37,HOU,SF,71,71,2586,20.9,.637,.327,.336,1.6,14.7,8.2,20.1,1.2,2.2,13.6,27.1,6.5,2.9,9.3,.174,4.1,0.1,4.2,4.0,AS,duranke01
3,Desmond Bane,27,ORL,SG,74,74,2525,17.0,.609,.351,.277,3.9,9.7,6.8,19.4,1.4,1.1,10.7,23.3,4.7,2.1,6.8,.129,1.7,-0.4,1.2,2.0,,banede01
4,Toumani Camara,25,POR,PF,76,76,2518,11.0,.574,.663,.166,5.0,12.1,8.5,10.6,1.6,1.1,13.9,16.2,1.6,2.4,4.0,.077,-1.2,-0.1,-1.3,0.4,,camarto01
5,Mikal Bridges,29,NYK,SF,75,75,2503,15.3,.583,.435,.097,3.3,10.0,6.6,16.2,2.0,2.4,7.6,17.4,4.3,3.2,7.5,.143,1.3,1.5,2.7,3.0,,bridgmi01
6,Jamal Murray,28,DEN,PG,71,71,2496,22.0,.621,.406,.294,1.4,12.2,7.1,31.9,1.3,0.9,10.1,28.2,7.4,1.6,9.0,.173,5.5,-1.4,4.1,3.8,AS,murraja01
7,Julius Randle,31,MIN,PF,75,75,2479,18.4,.582,.285,.405,5.6,16.6,11.2,23.2,1.6,0.6,13.1,26.5,4.1,3.1,7.2,.138,1.3,0.0,1.4,2.1,,randlju01
8,Jabari Smith Jr.,22,HOU,PF,70,70,2465,13.6,.569,.494,.217,4.8,16.9,10.9,7.5,1.1,2.4,9.0,18.0,3.2,2.9,6.1,.118,-0.5,-0.1,-0.6,0.9,,smithja05
9,Scottie Barnes,24,TOR,PF,72,72,2441,19.4,.580,.203,.261,6.5,19.4,12.9,25.5,2.0,4.3,14.1,23.6,3.2,4.0,7.2,.142,1.8,2.3,4.1,3.8,AS,barnesc01
10,Derrick White,31,BOS,SG,71,71,2434,16.4,.524,.572,.188,3.7,10.5,7.1,23.0,1.7,4.0,9.9,22.8,3.2,3.3,6.5,.128,2.2,1.0,3.3,3.2,,whitede01
11,Nickeil Alexander-Walker,27,ATL,SG,73,66,2425,16.2,.601,.524,.263,2.2,9.2,5.7,16.4,1.9,1.4,10.7,23.9,3.1,2.4,5.5,.110,1.3,-0.5,0.7,1.7,,alexani01
12,Tyrese Maxey,25,PHI,PG,63,63,2421,22.3,.588,.405,.279,0.8,11.3,6.0,29.3,2.5,2.1,9.1,29.6,5.6,2.5,8.1,.160,5.2,0.6,5.8,4.7,AS,maxeyty01
13,Jalen Brunson,29,NYK,PG,69,69,2416,20.1,.581,.360,.290,1.4,9.4,5.4,30.8,1.1,0.3,9.5,30.4,6.2,2.1,8.2,.164,4.0,-1.0,3.1,3.1,AS,brunsja01
14,Brandon Ingram,28,TOR,SF,70,70,2380,15.9,.566,.277,.268,2.6,16.2,9.3,16.7,1.1,2.1,11.7,27.0,0.9,2.8,3.7,.074,0.7,-0.6,0.1,1.3,AS,ingrabr01
15,Payton Pritchard,28,BOS,PG,73,50,2373,16.9,.578,.514,.130,2.9,10.6,6.8,23.6,1.2,0.4,8.7,21.5,5.4,2.3,7.6,.154,2.3,-0.3,2.0,2.4,,pritcpa01
16,Jalen Johnson,24,ATL,SF,67,67,2371,20.9,.585,.280,.313,4.3,27.3,15.6,34.4,1.7,1.2,14.7,27.1,3.8,3.5,7.3,.148,3.2,1.3,4.6,3.9,AS,johnsja05
17,VJ Edgecombe,20,PHI,SG,68,68,2367,14.0,.542,.415,.180,5.0,12.8,8.8,16.9,2.0,1.4,10.8,20.1,1.8,2.1,3.9,.080,-0.4,-0.2,-0.6,0.9,,edgecvj01
18,Dyson Daniels,22,ATL,SG,71,71,2359,15.3,.542,.146,.152,7.5,14.4,10.9,23.9,2.7,1.2,14.1,16.0,2.7,3.2,5.9,.121,-0.7,1.7,1.0,1.8,,daniedy01
19,DeMar DeRozan,36,SAC,PF,74,74,2337,17.7,.592,.146,.432,1.6,9.3,5.3,20.1,1.6,0.9,7.5,22.8,4.9,0.4,5.3,.108,0.8,-1.1,-0.3,1.0,,derozde01
20,Kon Knueppel,20,CHO,SF,74,73,2336,17.8,.646,.599,.219,4.4,14.7,9.6,16.9,1.1,0.7,11.9,22.3,5.7,2.1,7.8,.160,3.7,-0.4,3.3,3.1,,knuepko01
21,Donte DiVincenzo,29,MIN,SG,75,75,2320,12.9,.574,.765,.125,3.1,11.9,7.6,17.2,2.1,1.2,12.1,16.8,2.4,2.9,5.3,.109,0.2,0.9,1.1,1.8,,divindo01
22,James Harden,36,2TM,PG,65,65,2281,21.1,.611,.511,.476,2.0,14.0,8.1,35.6,1.6,1.1,15.3,28.7,5.6,2.0,7.5,.158,4.8,-0.7,4.1,3.5,,hardeja01
22,James Harden,36,LAC,PG,44,44,1559,21.8,.598,.505,.485,2.1,13.4,7.9,36.4,1.8,1.0,14.8,31.3,3.6,1.3,4.9,.149,4.8,-1.0,3.8,2.3,,hardeja01
22,James Harden,36,CLE,PG,21,21,722,19.6,.651,.531,.451,1.8,15.3,8.6,33.8,1.1,1.4,16.9,23.1,2.0,0.7,2.7,.178,4.9,-0.1,4.8,1.2,,hardeja01
23,Ryan Rollins,23,MIL,PG,71,64,2275,16.0,.579,.439,.150,2.6,13.5,8.1,27.0,2.3,1.3,15.6,24.1,1.4,1.7,3.0,.064,0.5,-0.5,0.0,1.2,,rolliry01
24,Trey Murphy III,25,NOP,SF,64,64,2272,18.6,.614,.541,.234,3.0,14.5,8.7,16.3,2.1,0.9,9.3,22.9,4.5,1.5,6.0,.127,3.1,-0.6,2.5,2.6,,murphtr02
25,Jaylen Brown,29,BOS,SF,66,66,2268,22.1,.570,.261,.348,3.8,18.6,11.3,26.8,1.5,1.2,12.6,36.2,3.3,3.1,6.4,.136,3.7,-0.1,3.6,3.2,AS,brownja02
26,Jaden McDaniels,25,MIN,PF,71,71,2262,14.0,.617,.313,.225,3.7,10.7,7.3,12.2,1.7,2.7,13.2,18.3,2.6,2.8,5.4,.114,-0.8,0.7,-0.1,1.1,,mcdanja02
27,Rudy Gobert,33,MIN,C,72,72,2260,17.9,.673,.009,.631,14.1,25.7,20.0,7.2,1.2,4.7,14.3,13.0,4.8,3.9,8.7,.184,0.2,1.0,1.2,1.8,,goberru01
28,Paolo Banchero,23,ORL,PF,64,64,2237,18.0,.567,.244,.500,3.8,23.0,13.3,23.0,0.9,1.6,13.1,27.9,2.0,2.5,4.4,.095,1.6,-0.2,1.4,1.9,,banchpa01
29,Luka Dončić,26,LAL,PG,62,62,2229,28.0,.615,.474,.443,2.2,22.7,12.8,40.1,2.2,1.4,12.8,38.1,6.5,2.8,9.4,.202,7.9,1.2,9.2,6.3,AS,doncilu01
30,Donovan Mitchell,29,CLE,SG,66,66,2216,22.9,.611,.446,.308,2.3,12.2,7.3,28.1,2.2,0.8,10.9,32.2,5.5,2.3,7.9,.170,5.2,-0.2,5.0,3.9,AS,mitchdo01
31,Miles Bridges,27,CHO,PF,70,70,2198,15.4,.562,.430,.243,3.4,17.2,10.4,15.7,0.9,1.3,8.7,22.4,3.3,2.2,5.4,.119,0.8,-0.3,0.5,1.4,,bridgmi02
32,Alperen Şengün,23,HOU,C,65,65,2184,21.6,.566,.114,.340,10.1,19.4,14.8,29.0,1.9,3.1,14.9,26.8,3.9,3.3,7.2,.158,2.8,1.5,4.3,3.4,AS,sengual01
33,Immanuel Quickley,26,TOR,PG,67,67,2174,16.7,.579,.525,.234,1.8,12.5,7.1,26.4,1.9,0.2,9.4,21.2,3.8,2.5,6.3,.140,1.9,0.4,2.3,2.4,,quickim01
34,Matas Buzelis,21,CHI,PF,74,74,2170,15.0,.590,.512,.245,3.8,16.8,10.4,10.1,1.1,4.5,12.8,22.7,0.6,2.0,2.7,.059,-0.5,-0.4,-0.9,0.6,,buzelma01
35,Karl-Anthony Towns,30,NYK,C,70,70,2166,21.7,.615,.302,.407,11.2,31.8,21.4,13.7,1.4,1.8,13.2,25.9,5.0,3.7,8.7,.193,2.4,0.4,2.8,2.6,AS,townska01
36,Bam Adebayo,28,MIA,C,67,67,2161,18.5,.547,.345,.372,6.5,25.7,16.0,13.5,1.7,1.9,8.3,25.3,2.3,3.4,5.7,.126,1.3,0.5,1.8,2.1,,adebaba01
37,Shai Gilgeous-Alexander,27,OKC,PG,64,64,2147,31.1,.666,.226,.480,1.8,11.8,7.0,34.6,2.1,2.3,8.5,33.5,10.7,4.0,14.7,.328,8.9,3.0,11.9,7.5,AS,gilgesh01
38,Saddiq Bey,26,NOP,SF,69,61,2143,17.3,.581,.430,.303,5.8,13.8,9.8,12.2,1.4,0.3,6.0,21.5,4.3,0.9,5.3,.118,2.4,-1.8,0.6,1.4,,beysa01
39,Onyeka Okongwu,25,ATL,C,69,58,2143,16.2,.595,.447,.227,6.4,20.6,13.4,14.3,1.7,3.1,11.9,19.7,2.5,3.1,5.6,.126,0.0,0.8,0.8,1.6,,okongon01
40,Collin Gillespie,26,PHO,PG,74,55,2140,15.7,.581,.683,.106,4.0,12.2,7.9,24.0,2.1,0.7,12.4,18.9,3.7,2.3,6.0,.135,2.2,0.5,2.8,2.6,,gilleco01
41,Brandin Podziemski,22,GSW,SG,75,36,2137,14.6,.572,.476,.268,3.6,17.3,10.3,19.5,1.9,0.6,12.3,19.7,2.2,2.3,4.5,.102,0.0,0.1,0.1,1.1,,podzibr01
42,Cooper Flagg,19,DAL,SF,63,63,2132,17.2,.546,.204,.283,3.8,16.5,10.3,21.2,1.6,2.3,11.3,26.0,0.9,2.3,3.2,.072,0.5,0.5,1.0,1.6,,flaggco01
43,CJ McCollum,34,2TM,PG,71,55,2114,15.8,.565,.445,.212,2.9,9.3,6.1,19.5,1.2,1.3,9.7,25.8,1.7,0.8,2.6,.059,1.3,-2.0,-0.7,0.7,,mccolcj01
43,CJ McCollum,34,WAS,SG,35,35,1082,15.3,.573,.461,.193,2.2,10.1,6.1,18.2,1.1,0.7,9.2,24.4,1.1,-0.1,1.0,.045,1.2,-2.7,-1.5,0.1,,mccolcj01
43,CJ McCollum,34,ATL,PG,36,20,1032,16.2,.558,.430,.230,3.6,8.4,6.0,21.0,1.4,1.9,10.2,27.2,0.6,0.9,1.6,.073,1.4,-1.2,0.1,0.6,,mccolcj01
44,Naji Marshall,28,DAL,SF,71,44,2108,15.7,.599,.262,.370,3.3,13.5,8.5,16.4,1.7,0.2,11.2,20.6,2.6,1.8,4.5,.101,-0.5,0.1,-0.4,0.9,,marshna01
45,Cade Cunningham,24,DET,PG,61,61,2096,21.9,.567,.308,.330,2.9,15.1,9.0,44.8,2.1,2.5,14.6,30.6,4.3,3.5,7.8,.179,5.0,1.6,6.5,4.5,AS,cunnica01
46,Nikola Jokić,30,DEN,C,60,60,2095,32.5,.674,.269,.422,9.9,30.7,20.8,51.4,2.0,2.1,15.6,30.5,10.7,3.1,13.8,.317,10.1,4.1,14.3,8.6,AS,jokicni01
47,Anthony Edwards,24,MIN,SG,59,58,2083,22.2,.621,.416,.356,1.9,13.5,7.8,17.7,1.9,2.0,10.8,31.5,4.1,2.7,6.8,.157,5.0,-0.1,4.9,3.6,AS,edwaran01
48,Royce O'Neale,32,PHO,SF,72,67,2081,11.5,.591,.831,.057,2.8,16.1,9.2,13.0,1.9,1.3,13.9,14.4,1.7,2.5,4.2,.097,-0.4,0.9,0.5,1.3,,onealro01
49,Julian Champagnie,24,SAS,SF,75,61,2074,13.1,.615,.756,.206,3.5,18.5,11.2,7.0,1.4,1.4,8.9,15.1,2.6,3.2,5.8,.133,0.6,0.9,1.4,1.8,,champju02
50,Wendell Carter Jr.,26,ORL,C,70,70,2073,14.3,.614,.369,.362,7.8,20.6,14.1,9.9,1.3,1.9,11.4,15.5,3.2,2.4,5.6,.130,-0.9,0.4,-0.4,0.8,,cartewe01
51,Bub Carrington,20,WAS,PG,75,41,2068,9.6,.549,.565,.158,1.7,12.0,6.8,22.6,1.1,0.6,19.7,17.6,-0.4,0.0,-0.4,-0.008,-2.4,-2.3,-4.7,-1.4,,carrica01
52,Kris Dunn,31,LAC,PG,75,63,2060,11.6,.587,.444,.173,3.2,10.6,7.0,18.0,2.9,0.6,17.2,12.5,1.8,2.1,3.9,.090,-2.2,1.4,-0.7,0.6,,dunnkr01
53,Max Christie,22,DAL,SG,70,61,2059,11.0,.604,.604,.177,0.8,11.0,6.0,9.4,1.0,1.0,11.2,16.4,1.2,1.3,2.5,.059,-1.0,-0.5,-1.5,0.3,,chrisma02
54,Quentin Grimes,25,PHI,SG,68,19,2047,13.2,.590,.517,.328,2.3,11.3,6.7,16.3,1.5,1.2,13.7,18.9,2.0,1.4,3.4,.080,-0.6,-0.7,-1.3,0.4,,grimequ01
55,OG Anunoby,28,NYK,PF,61,61,2027,15.6,.617,.491,.276,4.3,12.8,8.5,9.4,2.4,2.1,12.4,19.8,2.6,2.9,5.5,.131,0.7,1.2,1.9,2.0,,anunoog01
56,Tim Hardaway Jr.,33,DEN,SG,75,5,2021,13.8,.628,.704,.257,0.9,9.5,5.4,7.0,0.9,0.4,4.8,18.7,3.4,0.9,4.3,.101,1.4,-2.0,-0.5,0.7,,hardati02
57,De'Aaron Fox,28,SAS,PG,65,65,2015,17.8,.580,.376,.243,2.1,10.6,6.5,30.0,1.9,0.8,12.5,24.9,3.2,2.7,5.9,.141,1.7,0.6,2.3,2.2,AS,foxde01
58,Pascal Siakam,31,IND,PF,60,60,2001,18.4,.559,.256,.335,4.6,17.5,10.9,19.8,1.6,1.1,9.6,30.1,1.0,1.4,2.4,.058,1.6,-1.1,0.6,1.3,AS,siakapa01
59,A.J. Green,26,MIL,SG,70,61,1992,8.8,.613,.897,.099,1.1,8.9,5.0,9.1,0.8,0.4,9.8,13.4,1.5,0.3,1.8,.044,-2.0,-1.7,-3.7,-0.9,,greenaj01
60,Deni Avdija,25,POR,SF,60,60,1983,20.1,.597,.375,.577,3.7,19.1,11.3,32.1,1.1,1.7,16.2,29.2,3.9,2.2,6.0,.146,3.6,0.4,4.0,3.0,AS,avdijde01
61,Devin Booker,29,PHO,SG,59,59,1963,20.2,.582,.308,.425,2.5,10.7,6.4,30.0,1.2,0.9,12.6,32.1,4.1,1.6,5.7,.140,3.1,-1.1,2.0,2.0,AS,bookede01
62,Duncan Robinson,31,DET,SF,71,71,1960,12.0,.617,.776,.154,1.6,9.2,5.5,9.9,1.0,1.1,6.5,15.5,3.3,2.2,5.5,.135,0.6,-0.1,0.5,1.3,,robindu01
63,Cason Wallace,22,OKC,SG,73,58,1959,12.1,.536,.487,.118,3.5,8.7,6.2,13.0,3.6,1.4,10.8,14.5,0.9,4.0,4.9,.121,-2.1,3.2,1.1,1.5,,wallaca01
64,Jaime Jaquez Jr.,24,MIA,SF,69,1,1947,15.4,.561,.193,.248,4.6,13.9,9.2,24.2,1.2,0.9,13.1,22.1,1.8,2.0,3.8,.093,0.0,0.2,0.1,1.0,,jaqueja01
65,Reed Sheppard,21,HOU,SG,74,16,1944,15.2,.556,.601,.097,1.6,10.6,6.1,18.8,2.9,2.4,11.7,21.8,2.1,2.8,4.9,.121,0.8,1.4,2.2,2.1,,sheppre01
66,Evan Mobley,24,CLE,PF,60,58,1937,20.1,.597,.249,.341,8.2,22.5,15.3,16.7,1.2,5.3,10.9,22.6,3.4,2.8,6.2,.153,1.9,1.3,3.2,2.5,,mobleev01
67,Donovan Clingan,21,POR,C,71,71,1932,21.0,.602,.351,.310,17.8,28.8,23.3,11.6,1.0,5.6,11.1,17.0,4.7,3.2,7.9,.195,2.4,0.6,3.0,2.4,,clingdo01
68,Chet Holmgren,23,OKC,PF,65,65,1904,21.1,.647,.308,.364,7.4,24.9,16.5,8.6,0.9,6.2,10.5,21.8,4.1,4.4,8.5,.213,2.2,1.7,3.8,2.8,AS,holmgch01
69,Andrew Wiggins,30,MIA,SF,62,62,1901,15.3,.581,.397,.187,5.8,11.2,8.5,12.4,1.8,3.1,10.1,19.8,2.0,2.3,4.3,.109,0.8,0.7,1.5,1.7,,wiggian01
70,Kawhi Leonard,34,LAC,SF,59,59,1890,28.3,.629,.352,.334,4.0,18.6,11.5,21.1,3.0,1.3,8.5,33.9,6.0,2.5,8.5,.216,7.4,0.7,8.1,4.8,AS,leonaka01
71,Jeremiah Fears,19,NOP,PG,76,45,1889,12.6,.513,.299,.225,3.0,12.5,7.7,19.6,2.2,1.3,14.8,25.0,-1.4,1.2,-0.1,-0.004,-2.1,-1.4,-3.5,-0.7,,fearsje01
72,Naz Reid,26,MIN,C,72,2,1876,15.5,.570,.520,.143,5.0,20.9,13.1,12.6,1.8,3.3,12.1,21.9,1.0,3.0,4.1,.104,0.0,1.0,1.1,1.5,,reidna01
73,Nic Claxton,26,BRK,C,67,66,1874,17.8,.590,.032,.395,9.9,19.7,14.5,21.8,1.2,3.8,12.0,17.6,3.4,1.6,4.9,.126,0.5,0.7,1.2,1.5,,claxtni01
74,Stephon Castle,21,SAS,PG,63,62,1871,17.4,.574,.300,.483,5.1,13.3,9.3,34.3,1.9,0.9,18.0,25.1,2.6,2.7,5.3,.136,0.9,0.9,1.8,1.8,,castlst01
75,Jarace Walker,22,IND,PF,73,38,1866,11.6,.547,.488,.251,2.6,19.6,10.9,13.8,1.5,1.1,14.5,20.5,-0.8,1.4,0.5,.014,-1.8,-0.8,-2.6,-0.3,,walkeja02
76,Bruce Brown,29,DEN,SG,76,2,1855,10.5,.560,.285,.237,5.1,12.1,8.8,11.0,2.0,0.9,13.5,14.3,1.1,1.6,2.6,.068,-2.5,0.0,-2.5,-0.3,,brownbr01
77,Russell Westbrook,37,SAC,SF,64,58,1853,15.1,.528,.452,.218,4.7,16.6,10.5,34.4,2.2,0.6,18.5,25.9,-0.6,0.9,0.3,.007,0.6,-1.1,-0.5,0.7,,westbru01
78,Jake LaRavia,24,LAL,PF,75,37,1849,12.1,.572,.468,.292,6.9,11.0,9.0,9.5,2.4,1.7,12.5,14.6,1.7,1.9,3.5,.092,-1.6,0.4,-1.2,0.4,,laravja01
79,Davion Mitchell,27,MIA,PG,65,65,1848,11.9,.574,.424,.126,1.6,8.2,4.9,29.4,1.7,0.5,16.7,13.5,2.2,1.7,4.0,.103,-1.5,0.7,-0.9,0.5,,mitchda01
80,Anthony Black,22,ORL,PG,60,40,1841,13.9,.552,.385,.292,2.6,11.5,7.0,18.7,2.3,2.0,13.1,22.0,0.4,2.1,2.5,.066,-1.1,0.5,-0.6,0.7,,blackan01
81,Derik Queen,21,NOP,C,75,45,1832,15.8,.547,.119,.363,7.1,23.2,15.1,21.5,1.9,3.4,18.0,21.7,0.4,2.0,2.4,.063,-1.5,0.6,-0.8,0.5,,queende01
82,Ace Bailey,19,UTA,SF,67,56,1830,12.0,.540,.447,.101,5.8,10.8,8.2,10.0,1.4,2.4,10.1,21.1,0.1,0.3,0.3,.009,-1.6,-2.5,-4.0,-0.9,,baileac01
83,Devin Vassell,25,SAS,SG,60,58,1827,13.2,.578,.571,.172,2.0,11.5,6.9,11.2,1.4,1.1,6.8,18.1,2.2,2.3,4.5,.119,0.3,0.4,0.7,1.3,,vassede01
84,Harrison Barnes,33,SAS,PF,70,52,1825,11.7,.601,.626,.211,3.5,8.1,5.9,9.8,1.2,0.5,8.9,14.8,2.4,2.0,4.4,.115,-0.1,0.1,-0.1,0.9,,barneha02
85,Jaylen Wells,22,MEM,SG,69,69,1821,11.5,.559,.523,.245,3.6,9.6,6.5,8.7,1.6,0.5,8.7,19.3,0.9,0.9,1.8,.048,-1.8,-1.4,-3.1,-0.5,,wellsja01
86,Myles Turner,29,MIL,C,67,67,1817,14.0,.586,.600,.270,4.4,17.5,11.0,7.7,1.3,5.6,10.6,18.6,1.1,1.6,2.7,.072,-0.9,-0.1,-1.0,0.5,,turnemy01
87,Josh Hart,30,NYK,SF,60,46,1817,16.3,.612,.407,.209,5.3,22.6,13.9,22.3,1.9,0.9,15.9,16.8,3.1,2.8,5.9,.155,1.3,2.1,3.4,2.5,,hartjo01
88,LeBron James,41,LAL,SF,54,54,1813,20.3,.590,.264,.330,2.9,17.8,10.5,32.8,1.6,1.6,14.3,26.8,3.0,1.8,4.7,.126,3.0,0.0,3.0,2.3,AS,jamesle01
89,LaMelo Ball,24,CHO,PG,65,62,1805,19.4,.539,.582,.140,3.7,15.6,9.8,42.3,2.1,0.8,13.1,32.0,3.0,2.2,5.2,.137,4.3,-0.2,4.1,2.8,,ballla01
90,Jalen Duren,22,DET,C,64,64,1794,26.2,.681,.000,.526,15.5,26.6,21.1,10.3,1.5,3.0,11.1,23.6,6.5,3.5,10.0,.267,4.4,0.5,4.9,3.1,AS,durenja01
91,Andrew Nembhard,26,IND,PG,57,57,1786,15.8,.564,.393,.311,1.5,8.5,4.9,37.2,1.4,0.4,13.8,23.6,2.2,0.6,2.8,.076,1.2,-2.1,-0.9,0.5,,nembhan01
92,Keyonte George,22,UTA,PG,54,54,1786,18.7,.609,.410,.429,1.4,10.9,6.0,28.8,1.5,0.8,13.7,28.1,3.2,0.1,3.3,.090,3.1,-2.1,0.9,1.3,,georgke01
93,Deandre Ayton,27,LAL,C,65,65,1782,18.0,.680,.000,.232,11.4,23.6,17.7,4.6,1.0,3.2,12.2,16.4,3.5,2.0,5.5,.149,-0.1,-0.8,-0.8,0.5,,aytonde01
94,Sam Hauser,28,BOS,PF,72,43,1777,11.4,.574,.847,.033,3.3,13.5,8.5,7.7,1.1,1.3,5.7,14.5,2.3,2.0,4.2,.114,0.1,0.0,0.2,1.0,,hausesa01
95,Maxime Raynaud,22,SAC,C,68,50,1776,15.6,.610,.102,.240,8.0,23.8,15.7,7.3,1.0,1.9,10.9,18.0,2.2,0.9,3.0,.082,-1.2,-1.6,-2.9,-0.4,,raynama01
96,Neemias Queta,26,BOS,C,70,69,1768,19.5,.660,.015,.354,12.9,23.0,18.0,8.8,1.7,5.0,12.3,14.7,4.4,3.3,7.7,.209,0.3,1.9,2.2,1.9,,quetane01
97,Victor Wembanyama,22,SAS,C,60,51,1755,28.9,.618,.326,.407,7.9,33.2,20.9,17.1,1.7,9.4,11.2,32.1,4.2,4.7,8.9,.243,5.8,4.0,9.8,5.3,AS,wembavi01
98,Zion Williamson,25,NOP,PF,59,52,1755,23.2,.646,.005,.571,7.5,13.4,10.4,18.1,1.6,1.7,10.9,26.0,5.0,1.0,6.0,.165,3.8,-0.6,3.2,2.3,,willizi01
99,Brandon Miller,23,CHO,SF,58,58,1753,16.8,.574,.508,.219,4.1,14.8,9.5,18.5,1.7,2.1,13.3,28.5,1.7,2.1,3.7,.103,1.7,-0.1,1.5,1.6,,millebr02
100,Keldon Johnson,26,SAS,SF,75,0,1742,17.5,.625,.339,.232,7.6,16.8,12.3,8.7,1.2,0.5,7.6,20.5,3.7,2.3,6.1,.167,1.4,-0.2,1.2,1.4,,johnske04
101,Nikola Vučević,35,2TM,C,60,49,1740,18.1,.577,.331,.118,7.5,24.0,15.9,17.8,1.0,2.1,9.0,21.5,2.6,1.8,4.3,.119,1.6,0.0,1.6,1.6,,vucevni01
101,Nikola Vučević,35,CHI,C,48,48,1480,18.2,.585,.330,.112,7.3,23.4,15.5,18.7,1.0,1.8,9.1,21.5,2.3,1.3,3.6,.116,1.9,-0.1,1.8,1.4,,vucevni01
101,Nikola Vučević,35,BOS,C,12,1,260,17.0,.532,.336,.155,8.5,27.3,18.1,12.4,1.0,3.5,8.6,21.5,0.3,0.4,0.7,.138,-0.4,1.0,0.6,0.2,,vucevni01
102,Moussa Diabaté,24,CHO,C,67,41,1739,17.5,.650,.006,.493,16.7,21.2,19.0,9.9,1.5,3.5,13.7,11.7,4.3,2.5,6.8,.188,0.5,1.1,1.6,1.6,,diabamo01
103,Noah Clowney,21,BRK,PF,64,58,1739,11.4,.555,.625,.353,3.3,15.1,8.9,9.6,1.4,2.3,12.1,20.3,0.1,1.2,1.3,.035,-2.0,-1.1,-3.2,-0.5,,clownno01
104,Rui Hachimura,27,LAL,PF,61,36,1735,11.1,.616,.453,.114,2.4,10.7,6.7,4.0,0.9,1.0,6.4,14.8,1.7,1.0,2.7,.075,-1.0,-1.5,-2.5,-0.2,,hachiru01
105,Jaylon Tyson,23,CLE,SG,64,40,1727,14.8,.614,.448,.158,7.4,13.5,10.4,11.4,1.4,1.4,12.1,18.9,2.4,1.6,4.0,.112,0.7,-0.5,0.2,0.9,,tysonja01
106,Marcus Smart,31,LAL,SG,60,53,1725,9.8,.547,.616,.269,2.5,8.5,5.6,12.7,2.4,1.2,14.4,15.3,0.5,1.5,2.0,.055,-2.8,0.5,-2.3,-0.2,,smartma01
107,Luguentz Dort,26,OKC,SF,63,63,1723,7.8,.512,.706,.119,3.7,10.8,7.4,5.8,1.4,1.5,9.1,14.1,-0.2,2.7,2.6,.071,-3.0,0.6,-2.4,-0.2,,dortlu01
108,Ayo Dosunmu,26,2TM,SG,64,15,1718,16.7,.633,.379,.191,2.8,10.7,6.8,20.3,1.4,0.8,10.2,20.1,3.5,1.2,4.6,.130,1.5,-0.3,1.2,1.4,,dosunay01
108,Ayo Dosunmu,26,CHI,SG,45,10,1187,17.1,.636,.397,.216,3.0,9.1,6.1,20.7,1.3,0.9,10.3,20.9,2.4,0.6,3.0,.121,1.7,-0.9,0.8,0.8,,dosunay01
108,Ayo Dosunmu,26,MIN,SG,19,5,531,16.0,.624,.335,.129,2.3,14.3,8.4,19.4,1.6,0.7,10.1,18.1,1.0,0.6,1.6,.149,1.0,1.0,2.1,0.6,,dosunay01
109,Kyle Kuzma,30,MIL,PF,65,40,1715,14.1,.581,.349,.280,3.6,15.8,9.7,14.7,1.2,1.5,12.7,21.6,1.0,0.9,1.9,.053,-1.0,-1.3,-2.4,-0.2,,kuzmaky01
110,Ausar Thompson,23,DET,SF,66,65,1712,16.0,.539,.043,.339,9.1,15.6,12.4,15.3,3.8,3.4,13.7,17.1,1.3,3.7,5.0,.140,-0.8,3.5,2.7,2.0,,thompau01
111,Tristan Da Silva,24,ORL,SF,69,32,1707,12.3,.580,.529,.138,3.3,13.6,8.4,8.7,1.8,1.2,8.8,16.2,1.3,1.7,3.1,.086,-0.5,0.1,-0.4,0.7,,dasiltr01
112,Draymond Green,35,GSW,PF,62,62,1706,10.2,.536,.626,.165,3.1,19.5,11.2,26.7,1.6,2.0,25.3,16.5,-0.6,2.0,1.4,.040,-2.5,0.9,-1.6,0.2,,greendr01
113,P.J. Washington,27,DAL,PF,55,52,1706,13.2,.534,.352,.281,5.3,18.7,12.1,8.3,1.5,3.0,11.2,20.2,-0.3,2.0,1.7,.048,-1.8,0.2,-1.6,0.2,,washipj01
114,Josh Giddey,23,CHI,PG,53,50,1706,18.4,.567,.396,.321,4.2,23.2,13.8,41.4,1.5,1.3,19.3,24.5,1.8,1.6,3.5,.098,2.5,0.4,2.9,2.1,,giddejo01
115,Pelle Larsson,24,MIA,SG,65,50,1703,13.2,.608,.346,.419,4.0,9.8,6.9,16.9,1.2,0.8,13.1,16.4,2.5,1.5,4.0,.113,-1.0,0.2,-0.9,0.5,,larsspe01
116,John Collins,28,LAC,PF,62,52,1702,16.0,.646,.340,.237,6.5,15.4,11.1,5.7,1.6,2.7,11.4,19.0,2.5,1.6,4.2,.118,-0.1,-0.4,-0.5,0.7,,collijo01
117,Austin Reaves,27,LAL,SG,49,43,1698,20.7,.643,.429,.493,2.3,13.3,7.9,24.5,1.6,1.0,13.7,26.7,4.4,1.4,5.7,.162,3.6,-0.7,2.9,2.1,,reaveau01
